numberOfRooms,numberOfBedrooms,livingSpace,apartmentFloor,zipCode,price
3,2,69,6,75018,582000
4,3,90,1,75020,698000
2,1,42,1,75019,369000
2,1,"32,9",1,75014,338000
3,2,"82,1",1,75011,870000
4,3,101,6,75019,789000
4,3,89,4,75018,740000
4,3,98,10,75013,676000
2,1,39,1,75018,360000
2,1,28,1,75018,225000
2,1,31,4,75016,399000
5,3,125,2,75006,2350000
4,3,110,3,75006,2090000
4,2,96,4,75007,1397000
2,1,45,5,75011,540000
2,1,"52,3",6,75017,545000
3,2,60,8,75015,498000
4,1,"74,1",1,75010,700000
6,4,"113,3",4,75006,1875000
3,1,54,6,75011,535000
3,2,59,1,75019,351750
3,1,53,10,75015,445000
2,1,"45,4",6,75015,420000
2,1,"37,1",4,75011,395000
4,3,78,8,75019,895000
3,2,"57,2",7,75016,750000
4,3,75,8,75019,450000
2,1,27,7,75019,297000
4,2,85,4,75116,1100000
4,2,"105,1",3,75003,1465000
3,2,50,5,75018,569000
4,3,67,2,75013,620000
4,2,67,2,75013,620000
4,2,118,3,75011,1190000
4,2,94,3,75016,1120000
3,1,"56,2",5,75013,264000
2,1,55,2,75016,590000
5,3,110,4,75006,2225000
3,2,77,2,75016,998000
2,1,"46,3",4,75005,499000
3,2,45,5,75005,500000
2,1,45,5,75005,500000
2,1,40,3,75006,725000
5,4,125,2,75007,1680000
4,2,69,1,75005,785000
2,1,31,3,75017,370000
4,3,"88,8",3,75014,777000
3,2,52,6,75016,442000
2,1,"27,6",5,75017,305000
2,1,43,1,75011,470000
6,3,100,4,75012,1090000
3,2,71,2,75006,1250000
5,3,126,2,75006,2350000
2,1,51,2,75015,525000
3,2,"51,6",1,75017,445000
3,2,65,2,75009,895000
3,2,54,4,75019,440000
6,3,117,6,75014,1600000
3,2,75,2,75018,760000
4,2,104,4,75015,1195000
2,1,25,1,75013,235000
5,3,100,2,75013,1040000
3,2,60,2,75018,635000
4,3,80,6,75020,650000
3,2,"69,8",5,75007,1000000
2,1,50,09,75008,790000
3,2,63,3,75010,550000
2,1,28,6,75010,225000
2,1,47,1,75015,470000
2,1,31,6,75005,449000
3,2,52,6,75019,490354
3,2,52,6,75019,490000
9,5,162,5,75019,1250000
3,1,55,4,75005,765000
2,1,42,1,75005,475000
4,1,70,5,75116,1200000
2,1,26,1,75013,260000
6,4,206,3,75017,3190000
5,3,118,2,75016,1590000
4,2,79,4,75017,995000
7,3,"190,4",6,75010,2079000
2,1,"45,7",1,75011,449000
3,2,46,2,75018,380000
4,3,84,2,75015,697000
4,3,"74,9",3,75011,735000
2,1,37,4,75018,429000
2,1,35,6,75017,330000
2,1,28,1,75018,290000
3,2,63,3,75017,726900
5,3,150,4,75011,1575000
4,3,100,1,75016,1050000
2,1,42,4,75006,990000
2,1,45,5,75001,990000
3,2,63,5,75001,1160000
3,2,66,10,75015,750000
2,1,51,2,75015,525000
2,1,60,2,75014,480000
3,2,90,3,75016,1200000
2,1,"29,4",3,75018,345000
3,1,65,5,75012,624000
3,2,78,4,75019,750000
3,2,56,8,75019,528300
3,2,76,4,75019,720000
2,1,"18,2",6,75009,195000
5,4,"135,2",2,75009,1890000
3,2,53,1,75015,530000
3,2,"68,1",1,75016,1090000
4,2,"90,2",7,75014,1060000
2,1,"27,2",6,75017,325000
4,3,90,7,75018,850000
2,1,58,7,75018,579000
3,2,70,12,75013,845000
3,2,60,3,75015,565000
2,1,45,4,75019,450000
2,1,45,4,75019,428000
3,2,68,6,75009,699000
3,2,"66,7",8,75012,605000
2,1,41,3,75014,415000
3,2,74,5,75018,948000
5,3,"102,5",3,75012,1134000
4,3,"83,1",2,75010,857000
4,3,74,4,75015,550000
2,1,43,6,75006,705000
4,3,86,2,75020,899000
2,1,66,3,75007,890000
3,2,71,1,75016,624000
5,2,116,5,75015,1086800
3,2,"62,1",2,75010,749000
2,1,36,1,75014,368500
3,2,45,2,75010,420000
3,2,"55,8",5,75012,577500
5,3,119,10,75010,1098000
6,3,245,5,75008,6450000
4,2,77,5,75015,658500
4,2,67,12,75012,669000
2,1,32,7,75011,346000
2,1,51,5,75017,590000
3,1,64,4,75015,780000
3,1,"49,5",2,75007,885000
3,1,"52,3",6,75017,610000
4,2,"63,6",6,75006,860000
7,3,"226,4",5,75007,11000000
2,1,47,1,75016,590000
3,2,"89,5",3,75014,1085000
2,1,31,2,75018,250000
4,2,86,1,75003,1080000
3,2,"48,8",1,75018,472500
7,4,151,1,75008,1549000
4,3,160,5,75008,3450000
2,1,27,1,75011,292000
7,5,"90,8",1,75011,977000
5,3,93,3,75012,935000
3,2,50,1,75017,479500
3,2,56,3,75017,630000
3,1,"49,2",4,75011,527000
2,1,32,5,75009,440000
3,2,"76,7",2,75011,799000
4,3,121,4,75002,1380000
3,2,64,3,75015,624000
5,2,118,1,75014,998000
2,1,45,4,75010,450000
2,1,50,30,75015,410000
4,3,93,1,75020,905000
3,1,61,4,75015,590000
2,1,30,1,75018,320000
2,1,66,5,75019,495000
2,1,23,5,75007,289000
3,2,"64,5",6,75018,1225000
4,3,81,5,75019,1200000
2,1,47,6,75009,522000
3,2,63,11,75013,725000
2,1,50,2,75013,536000
2,1,20,4,75018,205000
2,1,33,6,75014,390000
3,2,55,6,75007,680000
2,1,"42,5",1,75007,740000
2,1,32,3,75018,278200
4,2,118,2,75001,1750000
2,1,"31,8",6,75003,430000
3,2,44,2,75010,380000
4,3,"118,4",6,75010,1320000
2,1,42,7,75019,445942
2,1,35,3,75003,540000
3,2,51,2,75009,605000
2,1,41,6,75013,484845
3,1,63,9,75013,758000
3,2,52,6,75019,502613
3,2,57,1,75017,570000
3,1,45,3,75005,620000
3,2,"42,1",3,75018,335000
4,3,92,5,75020,1590000
4,1,82,2,75011,1130000
5,4,110,5,75011,1850000
3,2,50,6,75019,520000
2,1,49,1,75015,549000
2,1,58,10,75017,425000
2,1,63,5,75008,690000
3,2,69,5,75013,371000
3,2,70,5,75014,590000
6,4,"240,7",1,75016,3120000
4,2,100,1,75019,1035000
2,1,35,7,75020,329000
4,3,86,8,75019,627000
5,3,102,1,75010,880000
2,1,31,2,75002,332800
2,1,"46,9",3,75012,249910
3,2,55,3,75007,645000
5,2,108,1,75001,1085000
3,2,"53,1",4,75012,480000
4,2,"83,5",1,75012,885000
3,2,100,10,75019,950000
2,1,45,4,75012,357000
2,1,39,2,75009,499000
3,2,"59,2",2,75015,715000
3,1,"49,3",1,75004,595000
3,1,68,4,75018,625400
1,27,Étage,10,75010,240000
3,2,44,5,75013,465000
3,2,54,1,75018,370000
2,1,"33,2",2,75018,371800
5,4,172,4,75008,1990000
3,2,68,3,75014,788000
3,2,69,2,75007,960000
3,2,53,3,75019,480000
3,2,90,3,75016,1200000
3,2,90,2,75116,1050000
3,2,83,9,75013,725000
4,2,79,4,75017,995000
3,2,"72,7",2,75010,690000
6,4,185,6,75008,3000000
2,1,"47,1",2,75019,374800
2,1,53,3,75012,599000
3,2,72,10,75013,808000
3,2,69,1,75013,735000
4,3,82,4,75013,875000
2,1,"43,6",1,75010,544960
3,2,49,2,75018,429000
4,3,"101,5",14,75013,1397000
3,2,54,5,75003,618000
3,1,65,4,75016,1190000
5,4,"164,1",3,75007,2790000
4,3,100,1,75015,1700000
5,4,145,6,75015,2750000
4,3,93,1,75011,1380000
2,1,47,2,75010,645000
8,5,331,5,75016,4710000
2,1,14,3,75020,195000
6,4,147,2,75006,1850000
6,4,147,2,75014,1850000
2,1,35,3,75014,400000
2,1,45,4,75014,555000
4,3,128,5,75011,1100000
5,3,94,2,75014,890000
2,1,40,1,75015,315000
3,2,"71,7",11,75013,883000
3,2,"62,9",11,75013,796000
5,3,105,6,75013,1199500
4,2,105,9,75015,1399000
3,2,53,3,75015,545000
2,1,50,3,75015,525000
2,1,37,1,75018,418000
4,3,99,3,75020,1395000
2,1,40,7,75008,880000
3,2,56,1,75020,450000
3,2,92,1,75016,1400000
3,1,"65,5",5,75014,545000
3,2,46,2,75012,450000
5,3,113,1,75016,1095000
2,1,46,3,75013,422300
2,1,41,1,75010,399000
4,3,"97,6",2,75010,850000
4,3,"81,7",3,75018,779000
3,1,"58,5",2,75009,790000
3,2,"77,5",7,75015,845000
3,2,65,2,75015,560000
2,1,35,3,75019,276000
4,2,105,9,75015,1399000
5,3,105,6,75013,1199500
4,3,69,2,75015,619500
3,2,53,3,75015,545000
2,1,50,3,75015,525000
2,1,37,1,75018,418000
1,1,43,4,75015,429500
4,2,84,5,75013,850500
3,2,70,4,75006,880000
2,1,68,5,75015,684000
6,4,175,2,75010,1750000
5,4,126,3,75015,1900000
3,2,72,4,75017,848300
3,2,73,3,75016,1097000
2,2,35,2,75018,230000
2,1,46,3,75020,438000
2,1,46,2,75018,380000
4,2,77,9,75020,700000
2,1,42,25,75015,434000
5,3,144,3,75001,2450000
5,3,113,2,75002,2300000
7,5,172,2,75001,2350000
3,2,62,2,75001,950000
2,1,32,2,75002,690000
2,1,43,3,75003,680000
2,1,58,6,75002,1470000
5,3,162,3,75008,4950000
2,1,46,3,75007,850000
4,3,70,2,75010,1090000
8,3,572,1,75116,32000000
2,1,46,1,75002,945000
5,2,96,3,75001,2400000
2,1,"47,8",5,75016,475000
2,1,"24,5",4,75010,249000
5,3,89,4,75012,669000
4,3,81,20,75018,560000
3,1,51,4,75005,600000
2,1,56,1,75020,500000
3,1,56,3,75015,434000
2,1,"50,4",5,75006,875000
7,4,"142,1",3,75013,1300000
3,2,"51,4",4,75011,577000
2,1,33,4,75009,480000
6,4,"200,6",3,75007,4250000
3,2,"47,7",2,75018,435000
2,1,"27,5",3,75010,283000
4,3,121,5,75016,1149000
2,1,"30,8",4,75020,319000
2,1,55,10,75015,561800
2,1,55,10,75015,593600
3,2,"39,5",2,75010,425000
3,2,72,3,75015,599500
4,2,93,9,75015,916000
3,2,47,5,75016,558000
3,2,84,5,75001,1100000
2,1,"44,6",1,75015,355000
4,2,90,1,75011,860000
4,3,66,3,75017,640000
3,2,66,2,75015,595000
2,1,25,4,75013,220000
5,3,112,7,75016,1650000
4,3,114,2,75020,825000
5,4,114,2,75020,825000
2,1,46,1,75018,339000
2,1,44,6,75016,429000
1,1,7,6,75014,66500
3,2,92,4,75020,850000
3,2,67,2,75005,799000
2,1,41,3,75010,409000
2,1,34,6,75012,360000
3,2,58,4,75012,550000
3,2,68,4,75015,699500
4,3,86,2,75008,1095000
7,4,"296,2",3,75116,9990000
4,3,"96,5",4,75019,799900
3,1,"47,7",3,75003,620000
5,3,"94,7",4,75015,945000
3,2,"57,5",1,75011,668000
5,4,151,3,75019,1650000
2,1,"36,1",3,75001,535000
2,1,22,6,75015,311800
3,2,61,3,75014,750000
4,3,"87,9",5,75012,850000
3,2,"65,1",4,75019,630000
5,3,89,3,75006,1875000
4,3,129,2,75017,1675000
2,1,30,3,75010,342000
3,1,42,1,75014,370000
3,1,69,4,75013,695000
2,1,"35,9",4,75002,1085000
2,1,"25,1",4,75002,775000
5,4,"105,5",12,75019,899000
6,3,155,1,75017,1390000
5,3,165,4,75116,2150000
2,1,30,6,75007,388000
4,2,"148,6",2,75003,1950000
3,2,60,1,75011,532000
2,1,38,3,75010,386000
2,1,42,5,75007,568000
2,1,"52,5",2,75006,1160000
2,1,"47,8",2,75019,430000
2,1,"64,3",2,75011,499000
5,3,"96,7",3,75015,890000
3,2,65,3,75018,468000
3,1,50,3,75018,435000
2,1,38,5,75012,339000
2,1,"36,6",4,75006,570000
4,3,81,8,75013,910000
2,1,70,3,75016,1050000
2,1,40,4,75002,695000
4,2,125,7,75008,3500000
3,2,52,1,75002,670000
5,3,130,12,75007,4990000
2,1,46,3,75007,850000
5,3,115,1,75001,2685000
3,1,60,4,75018,746000
3,2,67,2,75014,560000
3,1,64,5,75011,620000
5,3,125,4,75015,1799000
3,2,95,2,75016,1549000
5,3,120,1,75014,1155000
2,1,18,2,75015,210000
5,3,123,4,75006,1960000
4,2,68,2,75007,1100000
4,2,68,2,75006,1100000
5,4,141,3,75006,2350000
4,2,77,2,75010,799000
2,1,29,2,75018,410000
3,2,58,1,75013,579000
2,1,58,1,75013,579000
7,4,246,1,75016,2950000
2,1,35,1,75010,300000
2,1,36,5,75010,327000
2,1,46,4,75004,595000
2,1,53,6,75011,510000
2,1,"36,6",4,75013,350000
3,2,"55,6",3,75020,598000
3,2,"65,8",3,75016,750000
7,5,253,3,75016,3750000
4,2,"95,1",2,75017,1100000
2,"42,5",3ème,10,75020,530000
1,"17,5",RDC/2,05,75003,235000
4,2,105,1,75016,995000
3,2,65,2,75018,550000
4,3,103,3,75012,1250000
2,1,"31,3",5,75006,460000
4,2,"85,7",4,75017,1160000
2,1,49,2,75015,549500
3,2,"76,7",1,75009,850000
6,4,120,2,75011,1430000
3,2,43,4,75011,450000
2,1,43,4,75011,450000
3,2,65,3,75017,634000
3,2,"52,2",3,75017,620000
3,2,69,6,75014,833000
3,2,75,1,75012,670000
2,2,49,1,75019,390000
3,2,69,2,75011,690000
2,1,36,1,75018,446000
5,3,120,2,75017,1490000
5,4,144,4,75013,1069000
2,1,31,2,75005,333000
3,1,50,4,75014,485000
2,1,27,4,75013,250000
3,2,"61,3",5,75015,810000
4,3,92,4,75020,850000
2,1,40,3,75004,550000
3,1,64,3,75018,755000
3,2,60,2,75018,735000
3,2,75,8,75013,880000
4,3,125,1,75007,2190000
3,2,56,2,75009,610000
3,2,"69,7",3,75020,765000
3,2,"55,6",3,75020,598000
2,1,39,1,75020,440000
4,2,90,1,75015,1095000
3,2,64,2,75018,360000
2,1,37,1,75018,415000
6,4,"223,9",6,75015,6000000
3,2,57,2,75012,540000
2,1,"32,5",4,75017,335000
5,3,"110,7",2,75015,949000
2,1,"40,8",1,75015,443000
2,1,"45,1",1,75015,318000
3,2,"71,5",2,75015,660000
6,4,119,3,75014,1230000
4,3,81,2,75012,861000
4,3,"103,7",3,75019,725000
3,1,44,3,75010,525000
3,2,"69,3",7,75020,738900
2,1,36,1,75011,449000
3,2,67,2,75019,550000
3,2,69,5,75015,680000
2,1,39,4,75004,690000
4,2,"128,5",3,75003,1590000
2,2,"45,4",4,75003,635000
5,4,"184,2",1,75017,1870000
7,4,208,3,75017,2090000
2,1,43,6,75010,410000
3,2,66,5,75019,515000
4,3,"78,7",1,75019,526250
4,3,"80,9",2,75020,480000
3,2,"68,8",4,75005,995000
3,2,89,10,75012,1352000
3,2,58,4,75012,560000
3,1,80,1,75006,1261500
4,3,82,13,75013,977000
2,1,"50,4",1,75017,520000
3,1,54,6,75020,535000
3,2,73,1,75014,750000
5,3,170,2,75013,1649000
5,3,125,5,75017,1220000
7,5,"216,8",2,75016,2490000
3,2,93,3,75013,849000
8,5,182,2,75011,1872000
5,3,122,5,75016,1795000
6,4,185,3,75017,2950000
3,2,69,5,75015,680000
5,3,"109,4",1,75008,1499000
2,1,40,4,75018,410000
2,2,43,4,75006,649000
3,2,78,2,75015,835000
6,4,102,1,75018,1045000
4,3,74,1,75020,580000
2,1,47,6,75016,438000
3,2,72,3,75015,599500
2,1,46,4,75011,472500
2,1,77,1,75005,1060000
4,2,133,7,75016,1660000
3,2,"98,3",3,75011,849950
4,2,122,2,75017,950000
2,1,45,6,75017,400000
3,2,62,8,75019,395000
2,1,51,5,75013,475000
4,2,"89,4",9,75019,810000
3,2,60,6,75015,630000
5,3,122,6,75017,1263000
3,2,66,4,75006,1098000
3,2,64,4,75016,849000
4,2,85,3,75018,699000
2,2,"25,4",6,75018,151000
3,2,84,4,75010,745000
2,1,"30,2",5,75006,450000
2,1,"42,4",3,75012,373000
3,1,69,2,75013,700000
3,2,51,10,75013,305950
2,1,"48,6",6,75012,378000
2,1,50,1,75017,520000
3,2,"64,7",1,75005,899000
4,3,81,8,75013,994000
3,2,49,3,75011,590000
2,1,"45,1",4,75006,800000
2,1,"50,2",4,75014,550000
3,1,50,2,75018,435000
3,2,60,5,75011,728000
2,1,20,6,75012,160000
2,1,40,6,75020,375000
3,2,"61,7",6,75013,623400
3,2,67,5,75012,627000
5,3,156,1,75007,2140000
5,3,"120,1",3,75017,1380000
3,1,56,6,75018,660000
2,1,36,5,75008,550000
3,2,40,1,75017,399000
2,1,38,4,75017,445000
2,1,41,4,75011,460000
2,1,20,5,75010,169500
2,1,52,2,75014,557000
6,3,140,2,75008,1995000
4,2,"107,3",2,75016,1290000
5,4,98,6,75020,940000
4,3,74,7,75019,640000
2,1,"36,4",10,75016,650000
6,3,"138,6",4,75016,2180000
4,2,68,4,75007,1140000
2,1,"51,4",1,75016,630000
3,1,"61,6",1,75007,1090000
3,2,"52,9",5,75019,385000
3,2,65,2,92200,680000
4,3,151,5,75008,1550000
3,1,60,3,75007,1100000
2,1,34,3,75016,420000
5,3,"137,8",1,75007,1980000
3,2,"69,3",6,75009,850000
4,2,"88,8",5,75015,995000
3,2,"55,8",3,75016,798000
4,2,"121,3",4,75016,2090000
6,4,"125,8",2,75017,1995000
5,3,"107,5",4,75016,1600000
2,1,51,3,75016,630000
5,3,88,3,75014,800000
4,2,88,3,75014,800000
2,1,"20,9",2,75006,367500
2,1,"52,2",2,75003,645000
3,2,"58,7",2,75016,780000
4,2,61,5,75011,750000
7,5,"143,8",2,75013,1750000
4,2,"70,1",3,75013,830000
4,2,"64,7",1,75005,899000
5,3,101,2,75013,1180000
3,2,"75,6",4,75007,1090000
3,2,"58,1",4,75017,630000
2,1,30,6,75017,395000
4,2,"92,3",2,75012,815000
2,1,28,3,75013,319000
4,3,121,5,75016,1149000
3,2,61,2,75015,490000
5,3,"89,5",2,75007,1195000
2,1,"40,4",5,75008,1250000
5,3,"286,9",1,75016,19200000
3,2,97,2,75008,3700000
6,4,135,2,75016,1635000
2,1,"42,6",3,75011,500000
2,1,62,1,75016,699000
2,1,"31,4",2,75003,495000
4,3,82,8,75019,850000
2,1,48,7,75013,450000
3,2,"49,1",2,75013,472500
4,3,"111,3",2,75007,1390000
3,2,"68,5",2,75020,600000
2,1,44,5,75005,505000
3,2,56,4,75018,575000
4,3,71,6,75019,740000
2,1,"60,7",5,75008,672000
2,1,"57,5",1,75015,538000
2,1,39,5,75019,390000
2,1,"43,5",13,75015,402800
2,1,49,2,75016,600000
2,1,"30,4",5,75002,350000
5,3,"124,7",3,75008,1995000
3,1,70,1,75017,840000
3,2,"58,7",2,75005,1250000
3,1,77,2,75005,1050000
2,2,58,5,75005,820000
5,4,"116,3",3,75005,1842000
5,3,"101,1",2,75012,1220000
4,2,"86,5",2,75005,1400000
4,3,90,6,75013,1550000
3,2,"61,7",4,75005,790000
4,3,"108,2",5,75005,2500000
5,3,"105,2",3,75014,1390000
5,4,156,2,75005,2200000
2,1,"42,3",3,75005,515000
5,3,"143,8",3,75005,1957000
2,1,62,2,75018,384000
2,1,"32,3",4,75010,345000
4,3,74,6,75014,725000
2,1,32,1,75018,210000
3,2,51,4,75018,350000
3,2,68,5,75018,680000
2,1,38,3,75015,379900
3,2,65,3,75011,670000
3,1,"42,3",4,75010,435000
3,1,"63,2",1,75006,875000
2,1,34,4,75015,350000
3,2,"51,2",5,75012,450000
4,2,75,4,75008,890000
2,1,"35,5",3,75011,375000
3,2,77,2,75011,849000
3,2,71,2,75011,795000
3,2,77,1,75007,1110000
2,1,21,6,75016,232000
4,2,"108,2",5,75016,781000
2,1,"45,5",1,75015,480000
3,2,61,2,75019,450000
2,1,37,2,75005,498000
3,2,81,12,75013,750000
2,1,21,6,75011,208000
2,1,"35,2",4,75017,372300
2,1,38,6,75016,310000
5,4,119,4,75019,900000
3,2,67,2,75012,700000
2,1,39,3,75018,299000
2,1,30,6,75011,285000
3,2,"47,3",2,75020,439000
5,4,130,4,75020,1450000
4,3,95,6,75018,1299000
6,3,130,33,75015,1190000
2,1,49,32,75015,425000
3,2,94,4,75017,1200000
3,2,64,1,75013,548600
2,1,55,32,75015,472500
3,2,46,6,75018,610000
4,3,76,8,75019,450000
2,1,42,3,75018,349800
3,2,46,5,75011,515000
3,1,80,3,75010,749000
3,2,70,5,75016,774000
3,2,56,3,75017,670000
4,2,"97,7",2,75003,1150000
2,1,"45,3",6,75015,420000
3,2,71,5,75012,749000
3,2,57,4,75020,449000
3,2,50,1,75017,515000
2,1,53,5,75009,580000
4,3,"115,1",2,75003,1330000
4,3,"115,1",2,75011,1330000
2,1,29,4,75017,290000
3,2,51,2,75015,529000
2,1,44,4,75003,450000
4,2,"83,5",1,75012,885000
2,1,"26,7",2,75015,310000
2,1,41,4,75009,550000
2,1,43,5,75018,635000
3,2,46,3,75012,435000
3,2,79,1,75017,858000
3,1,62,3,75009,764000
2,1,41,1,75011,399000
2,1,36,1,75018,420000
6,4,"145,4",1,75006,1790000
2,1,28,6,75015,255000
3,1,48,2,75010,489000
1,1,9,4,75010,115000
2,1,42,1,75011,570000
2,1,42,5,75008,525000
3,2,65,2,75015,560000
3,1,50,4,75015,514000
6,4,226,1,75016,2700000
2,1,39,1,75018,295000
2,1,"46,9",1,75007,910000
4,3,93,4,75012,920000
5,3,114,1,75017,1299000
2,1,"18,1",3,75018,199210
3,2,99,5,75015,1590000
2,1,55,1,75020,485000
3,1,71,2,75009,510000
2,1,64,3,75008,765000
2,1,42,6,75015,455000
3,2,"59,3",3,75014,590000
4,3,150,4,75019,2400000
2,1,22,2,75018,198000
2,1,"38,4",2,75017,410800
2,1,"29,9",5,75018,265000
2,1,49,2,75018,519000
4,3,"85,6",3,75010,870000
3,1,"52,3",3,75018,655000
3,1,62,2,75014,590000
2,1,41,4,75018,535000
4,2,110,2,75018,960000
2,1,"41,1",1,75005,493000
4,3,71,4,75003,900000
2,1,40,4,75020,420000
2,1,"31,3",5,75006,460000
6,3,"142,1",2,75016,1525000
5,3,100,6,75001,1750000
2,1,"47,5",1,75014,470000
3,2,71,2,75018,560000
2,1,"29,9",7,75017,295000
2,1,50,1,75008,520000
5,3,94,1,75016,1300000
2,1,35,2,75020,350000
2,1,"40,8",4,75014,430000
4,3,93,6,75015,950000
2,1,51,2,75007,625000
3,2,"46,8",2,75011,650000
2,1,"52,7",6,75017,425000
3,2,41,2,75004,505000
2,1,41,5,75012,409900
2,1,36,5,75011,558000
2,1,"25,2",6,75011,448000
3,2,"98,6",3,75011,1380000
3,2,88,6,75006,840000
2,1,"24,6",1,75014,342000
4,2,77,4,75010,620000
2,1,35,1,75014,420000
5,3,"161,8",5,75017,2735000
2,1,36,5,75016,479000
3,2,52,1,75015,535000
5,4,106,5,75018,894400
5,3,96,1,75016,979000
2,1,38,2,75014,588000
3,2,"61,6",5,75012,550000
2,1,41,2,75003,590000
4,2,65,1,75018,489000
2,1,31,2,75008,470000
2,1,44,3,75006,650000
1,"19,1",Étage,11,75018,220000
2,1,30,4,75016,329000
2,1,37,1,75011,379000
2,1,"48,2",5,75009,550000
4,3,132,1,75002,1140000
3,2,"76,3",4,75012,845000
2,1,27,3,75010,305000
1,"15,8",Dernier,07,75016,136500
2,1,33,2,75007,497000
3,2,67,2,75010,750000
2,1,"33,4",1,75018,290000
2,1,46,1,75015,590000
2,1,"41,7",06,75017,498000
8,5,252,1,75016,3090000
3,1,64,1,75017,620000
5,3,94,1,75015,1260000
2,1,37,2,75018,299000
4,3,87,4,75008,995000
3,1,"56,1",2,75006,1070000
3,2,67,1,75009,899000
2,1,44,8,75016,440000
2,1,52,3,75016,450000
2,1,"43,8",4,75012,395000
5,3,129,1,75008,1730000
3,2,98,12,75014,1158890
4,2,96,4,75006,1397000
2,1,35,2,75018,275000
2,1,30,6,75007,499000
2,1,54,2,75017,499000
2,1,42,5,75019,279000
3,2,80,3,75020,1045000
5,3,164,1,75010,1650000
1,1,"11,3",7,75018,109000
2,1,"50,1",3,75018,633000
2,1,31,3,75018,430000
6,4,"113,3",4,75007,1875000
3,2,76,3,75018,490000
2,1,35,5,75002,452000
3,2,35,1,75005,453000
7,4,195,3,75017,2410000
7,5,219,1,75015,1650000
2,1,42,5,75009,483250
2,1,50,13,75011,490000
5,3,111,1,75012,1000000
3,2,56,4,75018,389000
2,1,30,5,75020,310000
2,1,53,5,75007,740000
3,2,75,2,75018,765000
4,2,85,2,75018,820000
5,3,"80,5",5,75006,1600000
2,1,"36,5",7,75016,299000
3,2,76,5,75010,620000
4,2,79,1,75007,1150000
4,3,100,4,75017,950000
6,4,100,4,75012,1090000
2,1,"36,8",1,75008,410000
2,1,37,3,75018,438000
3,2,90,4,75016,1290000
2,1,35,3,75018,350000
3,2,74,6,75017,813000
2,1,42,3,75011,465000
3,2,60,4,75018,565000
2,1,40,5,75012,368800
7,4,227,3,75016,3785000
2,1,61,3,75020,399000
2,1,"44,4",1,75012,520000
4,3,93,3,75015,1260000
2,1,"41,9",3,75011,565000
3,2,56,1,75020,450000
4,3,105,4,75020,1380000
3,2,83,4,75020,1100000
3,2,45,2,75010,420000
5,3,134,1,75016,1550000
3,2,70,5,75014,625000
4,2,111,5,75007,2444000
3,2,"60,6",14,75013,829000
3,2,61,2,75015,660000
5,3,115,6,75017,1395000
2,1,"28,5",1,75019,335000
2,1,37,1,75015,320000
3,1,45,4,75018,420000
4,3,"77,4",4,75019,1290000
2,1,54,2,75002,649000
2,1,"36,1",6,75010,338000
3,2,"61,7",1,75015,585000
2,1,38,2,75017,395000
4,4,90,5,75019,815000
3,2,81,2,75012,775000
4,3,"81,6",2,75012,861000
2,1,27,3,75017,269000
2,1,32,3,75012,299000
3,2,44,2,75004,550000
3,2,"41,1",2,75019,220000
4,2,73,2,75010,849000
2,1,48,7,75020,520000
2,1,33,1,75017,279000
2,1,"31,6",6,75004,420000
2,1,45,5,75002,629000
4,2,96,2,75010,750000
3,2,97,1,75016,1600000
4,3,90,3,75018,980000
3,2,64,6,75018,1165000
2,1,"33,8",4,75015,338000
2,1,"31,1",3,75011,317000
6,4,"153,3",1,75020,1050000
3,1,50,2,75015,565000
2,1,"27,1",1,75017,248850
2,1,23,5,75018,215000
4,3,"150,1",3,75016,2140000
3,2,"117,4",4,75016,1700000
5,3,"165,9",6,75016,3300000
3,2,"102,4",4,75016,1550000
3,2,"117,4",3,75016,1650000
5,3,115,8,75015,995000
4,2,94,1,75016,1035000
2,1,44,4,75018,398000
4,3,79,4,75018,679000
2,1,29,1,75018,215000
2,1,68,4,75018,798000
4,2,79,5,75018,695000
4,2,"62,8",2,75004,950000
2,1,"36,1",1,75019,288000
3,2,60,1,75011,715000
2,1,32,3,75015,355000
4,3,113,2,75018,1349000
2,1,30,4,75009,385000
2,1,37,1,75012,369000
3,2,"69,2",6,75014,833000
4,3,105,1,75016,1260000
2,2,60,19,75019,498000
3,2,66,4,75010,680000
2,1,"36,5",1,75018,355000
3,2,72,3,75010,950000
4,2,75,4,75014,745000
2,1,40,5,75020,349000
3,1,"37,5",3,75018,339000
2,1,40,6,75019,360000
3,1,"63,1",4,75011,721000
5,4,105,9,75019,590000
3,2,70,5,75014,625000
2,1,30,2,75019,315000
2,1,32,1,75019,295000
2,1,47,3,75011,456700
5,2,"129,8",6,75019,860000
3,2,"97,4",3,75010,562000
3,2,53,1,75005,415000
1,"28,6",8ème,11,75015,295000
3,2,"64,4",1,75015,551000
3,2,52,6,75019,528388
3,2,62,1,75010,619500
2,1,25,6,75012,287375
